11	14	can	can	4.045421600341797	4.0454216
11	15	get	get	3.8663711547851562	3.8663712
11	16	that	that	4.3692779541015625	4.369278
11	17	to	to	4.567344665527344	4.5673447
11	18	you	you	5.2658538818359375	5.265854
11	19	as	as	8.234451293945312	8.234451
11	20	a	a	3.7222900390625	3.72229
11	21	csv	<unk>	1.5248260498046875	1.524826
11	22	when	when	7.058013916015625	7.058014
11	23	it	it	3.4668807983398438	3.4668808
11	24	is	is	4.639656066894531	4.639656
11	25	needed	needed	6.5436553955078125	6.5436554
11	26	.	.	2.712615966796875	2.712616
12	0	But	But	3.5065548419952393	3.5065548419952393
12	1	I	I	3.519970655441284	3.5199707
12	2	’m	<unk>	2.421937942504883	2.421938
12	3	not	not	4.377862930297852	4.377863
12	4	as	as	7.216909408569336	7.2169094
12	5	sure	sure	5.802083969116211	5.802084
12	6	how	how	7.608026504516602	7.6080265
12	7	to	to	6.5095977783203125	6.509598
12	8	do	do	4.5174560546875	4.517456
12	9	the	the	3.0940017700195312	3.0940018
12	10	same	same	5.201992034912109	5.201992
12	11	for	for	6.8893890380859375	6.889389
12	12	the	the	2.930530548095703	2.9305305
12	13	RNNG	<cunk>	3.8858489990234375	3.885849
12	14	.	.	3.3927459716796875	3.392746
13	0	We	We	6.0113654136657715	6.0113654136657715
13	1	’re	<unk>	2.0136942863464355	2.0136943
13	2	not	not	5.504390716552734	5.5043907
13	3	really	really	5.006783485412598	5.0067835
13	4	checking	<unking>	6.19239616394043	6.192396
13	5	for	for	4.3062744140625	4.3062744
13	6	one	one	6.513179779052734	6.51318
13	7	phrase	<unk>	2.287517547607422	2.2875175
13	8	or	or	5.121944427490234	5.1219444
13	9	another	another	6.169452667236328	6.1694527
13	10	this	this	6.080005645751953	6.0800056
13	11	time	time	4.628589630126953	4.6285896
13	12	around	around	10.906593322753906	10.906593
13	13	;	;	8.392280578613281	8.392281
13	14	we	we	4.560325622558594	4.5603256
13	15	always	always	8.329063415527344	8.329063
13	16	have	have	4.8582305908203125	4.8582306
13	17	a	a	2.8348922729492188	2.8348923
13	18	verb	<unk>	1.5872421264648438	1.5872421
13	19	phrase.	<unk>	1.935333251953125	1.9353333
14	0	So	So	4.62956428527832	4.62956428527832
14	1	we	we	5.458381652832031	5.4583817
14	2	could	could	5.097890853881836	5.097891
14	3	also	also	7.051422119140625	7.051422
14	4	use	use	9.22237777709961	9.222378
14	5	the	the	3.952545166015625	3.9525452
14	6	RNNG	<cunk>	3.738628387451172	3.7386284
14	7	for	for	5.072978973388672	5.072979
14	8	word	<unk>	1.7054824829101562	1.7054825
14	9	-	<unk>	2.372661590576172	2.3726616
14	10	based	based	8.346183776855469	8.346184
14	11	surprisal	<unkal>	7.812904357910156	7.8129044
14	12	,	,	3.893035888671875	3.893036
14	13	but	but	4.087165832519531	4.087166
14	14	I	I	4.164543151855469	4.164543
14	15	feel	feel	5.277435302734375	5.2774353
14	16	like	like	5.869575500488281	5.8695755
14	17	that	that	2.20660400390625	2.206604
14	18	isn	<unk>	1.5205230712890625	1.5205231
14	19	’t	<unk>	3.4095535278320312	3.4095535
14	20	its	its	8.329292297363281	8.329292
14	21	purpose	<unk>	2.1910934448242188	2.1910934
14	22	.	.	0.8190689086914062	0.8190689
15	0	How	How	6.68252420425415	6.68252420425415
15	1	robust	<unk>	1.8212151527404785	1.8212152
15	2	is	is	4.523593902587891	4.523594
15	3	this	this	4.499852180480957	4.499852
15	4	,	,	3.5333709716796875	3.533371
15	5	though	though	7.3513336181640625	7.3513336
16	0	How	How	6.68252420425415	6.68252420425415
16	1	robust	<unk>	1.8212151527404785	1.8212152
16	2	is	is	4.523593902587891	4.523594
16	3	this	this	4.499852180480957	4.499852
16	4	,	,	3.5333709716796875	3.533371
16	5	though	though	7.3513336181640625	7.3513336
16	6	?	?	6.237306594848633	6.2373066
17	0	How	How	6.68252420425415	6.68252420425415
17	1	robust	<unk>	1.8212151527404785	1.8212152
17	2	is	is	4.523593902587891	4.523594
17	3	this	this	4.499852180480957	4.499852
17	4	,	,	3.5333709716796875	3.533371
17	5	though	though	7.3513336181640625	7.3513336
17	6	.	.	3.779275894165039	3.779276
18	0	What	What	5.748305320739746	5.748305320739746
18	1	is	is	4.069184303283691	4.0691843
18	2	it	it	4.031333923339844	4.031334
18	3	doing	doing	8.30971908569336	8.309719
19	0	Why	<cunk>	2.646839141845703	2.646839141845703
19	1	is	is	3.5836734771728516	3.5836735
19	2	it	it	4.671502113342285	4.671502
19	3	doing	doing	8.436057090759277	8.436057
19	4	it	it	6.343076705932617	6.3430767
20	0	Where	<cunk>	2.646839141845703	2.646839141845703
20	1	is	is	3.5836734771728516	3.5836735
20	2	it	it	4.671502113342285	4.671502
20	3	going	going	4.896724700927734	4.8967247
21	0	When	When	9.348791122436523	9.348791122436523
21	1	is	is	5.198358535766602	5.1983585
21	2	it	it	4.355167388916016	4.3551674
21	3	going	going	5.351158142089844	5.351158
22	0	Is	Is	7.634457111358643	7.634457111358643
22	1	it	it	3.635061740875244	3.6350617
22	2	really	really	7.039626121520996	7.039626
22	3	this	this	5.724403381347656	5.7244034
22	4	robust	<unk>	1.1637420654296875	1.1637421
22	5	,	,	1.8673782348632812	1.8673782
22	6	or	or	4.56855583190918	4.568556
22	7	is	is	3.5671310424804688	3.567131
22	8	it	it	4.206829071044922	4.206829
22	9	guessing	<unking>	6.990184783935547	6.990185
22	10	?	?	3.0002670288085938	3.000267
23	0	I	I	2.5349538326263428	2.5349538326263428
23	1	want	want	7.144744873046875	7.144745
23	2	to	to	0.127716064453125	0.12771606
23	3	,	,	4.422781944274902	4.422782
23	4	but	but	5.6548357009887695	5.6548357
23	5	I	I	2.4280643463134766	2.4280643
23	6	will	will	6.713937759399414	6.7139378
23	7	not	not	4.6902618408203125	4.690262
23	8	,	,	4.905483245849609	4.9054832
23	9	but	but	4.483684539794922	4.4836845
23	10	I	I	2.6114158630371094	2.6114159
23	11	want	want	7.4787445068359375	7.4787445
23	12	to	to	0.0907135009765625	0.0907135
23	13	,	,	4.09722900390625	4.097229
23	14	but	but	5.7404632568359375	5.7404633
23	15	I	I	2.6521682739257812	2.6521683
23	16	will	will	6.668937683105469	6.6689377
23	17	not	not	4.6759033203125	4.6759033
23	18	.	.	5.3834228515625	5.383423
24	0	So	So	4.62956428527832	4.62956428527832
24	1	this	this	6.8553361892700195	6.855336
24	2	should	should	8.915726661682129	8.915727
24	3	make	make	9.049814224243164	9.049814
24	4	a	a	3.883878707885742	3.8838787
24	5	new	new	6.331321716308594	6.3313217
24	6	one	one	6.591316223144531	6.591316
24	7	.	.	6.367626190185547	6.367626
25	0	This	This	7.2567362785339355	7.2567362785339355
25	1	should	should	11.286907196044922	11.286907
25	2	make	make	7.964250564575195	7.9642506
25	3	a	a	5.221918106079102	5.221918
25	4	new	new	5.230781555175781	5.2307816
25	5	one	one	6.703907012939453	6.703907
25	6	.	.	6.520050048828125	6.52005
-----------------------------------
perplexity: 104.22541542328675 Time: 3.469151258468628 Throughput: 7.494628530978804
